Stock ID,Stock Name,Jurisdiction,FMP,Science Center,Regional Ecosystem,FSSI Stock?,ITIS Taxon Serial Number,Scientific Name,Common Name,Stock Area,Assessment ID,Assessment Year,Assessment Month,Last Data Year,Update Type,Review Result,Assessment Model,Model Version,Lead Lab,Citation,Final Assessment Report 1,Final Assessment Report 2,Point of Contact,Life History Data,Abundance Data,Catch Data,Assessment Level,Assessment Frequency,Assessment Type,Model Category,Catch Input Data,Abundance Input Data,Biological Input Data,Ecosystem Linkage,Composition Input Data,F Year,Estimated F,F Unit,F Basis,Flimit,Flimit Basis,Fmsy,Fmsy Basis,F/Flimit,F/Fmsy,Ftarget,Ftarget Basis,F/Ftarget,B Year,Estimated B,B Unit,B Basis,Blimit,Blimit Basis,Bmsy,Bmsy Basis,B/Blimit,B/Bmsy,MSY,MSY Unit
10388,Bluefish - Atlantic Coast,MAFMC,Bluefish,NEFSC,Northeast Shelf,Y,168559,Pomatomus saltatrix,Bluefish,Atlantic Coast,371,2005,12,2004,Benchmark,Full acceptance,ASAP,,,SARC 41 Report (2005),,,,2,2,4,4,2,,,,,,,,2004,0.149000004,Fully Selected F,F Rate for Fully Selected Fish,,Fmsy,,,0.790000021,,,,,2004,104000,Metric Tons,Total Stock Biomass,,,,Bmsy,,0.709999979,,
10388,Bluefish - Atlantic Coast,MAFMC,Bluefish,NEFSC,Northeast Shelf,Y,168559,Pomatomus saltatrix,Bluefish,Atlantic Coast,963,2007,6,2006,Full Update,Full acceptance,ASAP,1,ASMFC,"ASMFC Bluefish SASC, June 2007",,,Erika Robbins,2,3,5,4,2,,,,,,,,2006,0.150000006,annual exploitation rate,F rate,0.189999998,Fmax,0.189999998,proxy,0.790000021,0.790000021,,,,2006,139496,mt,Total stock biomass,73526,0.5*Bmsy,147051,Fmsy based proxy,1.899999976,0.949999988,,
10388,Bluefish - Atlantic Coast,MAFMC,Bluefish,NEFSC,Northeast Shelf,Y,168559,Pomatomus saltatrix,Bluefish,Atlantic Coast,1217,2008,7,2007,Full Update,Full acceptance,ASAP,2.0.18,NEFSC,ASMFC Bluefish SASC July 9 2008,,,JimWeinberg,2,3,5,4,2,,,,,,,,2007,0.150000006,Annual Exploitation Rate,average F (F average across range of ages),0.189999998,Bev Holt relationship in ASAP,0.189999998,Bev Holt relationship in ASAP,0.788999975,0.788999975,0.170000002,,0.882000029,2007,153843,mt,Spawning biomass,73525,0.5*Bmsy,147051,Beverton Holt,2.092000008,1.046000004,,
10388,Bluefish - Atlantic Coast,MAFMC,Bluefish,NEFSC,Northeast Shelf,Y,168559,Pomatomus saltatrix,Bluefish,Atlantic Coast,2260,2009,6,2008,Full Update,Full acceptance,"
ASAP",,NEFSC,ASMFC Bluefish SASC (June 2009),,,James Weinberg,2,3,5,4,2,,,,,,,,2008,0.119999997,Instantaneous annual F averaged across ages,average F (F average across range of ages),0.189999998,Bev Holt relationship in ASAP,0.189999998,Bev Holt relationship in ASAP,0.632000029,0.632000029,,,,2008,163727,mt,Total stock biomass,73526,0.5*Bmsy,147051,Beverton Holt,2.226999998,1.113000035,15565,
10388,Bluefish - Atlantic Coast,MAFMC,Bluefish,NEFSC,Northeast Shelf,Y,168559,Pomatomus saltatrix,Bluefish,Atlantic Coast,2607,2010,7,2009,Full Update,Full acceptance,"
ASAP",,NEFSC,NEFSC CRD 10-15 (2010),Bluefish 2010 Stock Assessment Update,,James Weinberg,2,3,5,4,2,,,,,,,,2009,0.100000001,Instantaneous annual F averaged across ages,average F (F average across range of ages),0.189999998,Bev Holt relationship in ASAP,0.189999998,Bev Holt relationship in ASAP,0.526000023,0.526000023,,,,2009,155991,mt,Total stock biomass,73526,0.5*Bmsy,147051,Beverton Holt,2.121999979,1.06099999,15565,
10388,Bluefish - Atlantic Coast,MAFMC,Bluefish,NEFSC,Northeast Shelf,Y,168559,Pomatomus saltatrix,Bluefish,Atlantic Coast,2932,2011,7,2010,Full Update,Full acceptance,ASAP,,NEFSC,"MAFMC Memo to Chris Moore, 7/6/2011. Bluefish ABC and Management Measures for 2012; and Bluefish 2011 Stock Assessment Update",,,James Weinberg,2,3,5,4,2,,,,,,,,2010,0.140000001,Average F,F Rate Averaged Across a Range of Ages,0.189999998,Bev Holt relationship in ASAP,0.189999998,Bev Holt relationship in ASAP,0.736999989,0.736999989,,,,2010,140300,Metric Tons,Total Stock Biomass,73526,0.5*Bmsy,147051,Beverton Holt,1.907999992,0.953999996,15565,
10388,Bluefish - Atlantic Coast,MAFMC,Bluefish,NEFSC,Northeast Shelf,Y,168559,Pomatomus saltatrix,Bluefish,Atlantic Coast,3385,2012,7,2011,Full Update,Full acceptance,ASAP,,NEFSC,"MAFMC Memo to Chris Moore, 7/31/12. Bluefish Management Measures for 2013 and 2014; and ""Bluefish 2012 Stock Assessment Update"" by Coastal/Pelagic WG, NEFSC; NEFSC CRD13-07 by Anthony Wood.",Bluefish 2012 Stock Assessment Update,,James Weinberg,2,3,5,4,2,,,,,,,,2011,0.114,Apical F,Max F Rate at Age,0.189999998,Bev Holt relationship in ASAP,0.189999998,Bev Holt relationship in ASAP,0.600000024,0.600000024,,,,2011,132890,Metric Tons,Total Stock Biomass,73526,0.5*Bmsy,147051,Beverton Holt,1.807000041,0.903999984,15565,
10388,Bluefish - Atlantic Coast,MAFMC,Bluefish,NEFSC,Northeast Shelf,Y,168559,Pomatomus saltatrix,Bluefish,Atlantic Coast,3893,2013,7,2012,Full Update,Full acceptance,ASAP,,NEFSC,"""Bluefish 2013 Stock Assessment Update"" by Anthony Wood, NEFSC. Submitted to MAFMC SSC 9/17/13.",Bluefish 2013 Stock Assessment Update,,James Weinberg,2,3,5,4,2,,,,,,,,2012,0.097000003,Fully Selected F,F Rate for Fully Selected Fish,0.189999998,Bev Holt relationship in ASAP,0.189999998,Bev Holt relationship in ASAP,0.600000024,0.510999978,,,,2012,125808,Metric Tons,Total Stock Biomass,73526,0.5*Bmsy,147051,Beverton Holt,1.710999966,0.856000006,15565,
10388,Bluefish - Atlantic Coast,MAFMC,Bluefish,NEFSC,Northeast Shelf,Y,168559,Pomatomus saltatrix,Bluefish,Atlantic Coast,5033,2014,7,2013,Full Update,Full acceptance,ASAP,,NEFSC,"""Bluefish 2014 Stock Assessment Update"" by Anthony Wood, NEFSC. Submitted to MAFMC SSC 7/2014.",Bluefish 2014 Stock Assessment Update  Data and Model Update Through 2013 ,,James Weinberg,2,3,5,4,2,,,,,,,,2013,0.118000001,Apical F,Max F Rate at Age,0.189999998,Bev Holt relationship in ASAP,0.189999998,Bev Holt relationship in ASAP,0.620999992,0.620999992,,,,2013,123716,Metric Tons,Total Stock Biomass,73526,0.5*Bmsy,147051,Beverton Holt,1.682999969,0.841000021,15565,
10388,Bluefish - Atlantic Coast,MAFMC,Bluefish,NEFSC,Northeast Shelf,Y,168559,Pomatomus saltatrix,Bluefish,Atlantic Coast,5602,2015,7,2014,Benchmark,Full acceptance,ASAP,,NEFSC,"""SAW-60. Assessment Summary Report . NEFSC. 2015. (CRD 15-07)",BLUEFISH  BENCHMARK STOCK ASSESSMENT FOR 2015,,James Weinberg,2,3,5,4,2,,,,,,,,2014,0.157000005,Apical F,Max F Rate at Age,0.189999998,Fmsy,0.189999998,F35% as proxy,0.825999975,0.825999975,,,,2014,86534,Metric Tons,Spawning Biomass,50672,0.5*Bmsy,101343,SSB35%,1.707999945,0.853999972,13967,
10388,Bluefish - Atlantic Coast,MAFMC,Bluefish,NEFSC,Northeast Shelf,Y,168559,Pomatomus saltatrix,Bluefish,Atlantic Coast,9202,2019,9,2018,,Full acceptance,ASAP,,NEFSC,,"Operational Assessment of the Black Sea Bass, Scup, Bluefish, and Monkfish Stocks, Updated Through 2018",,Anthony Wood,,,,,,Operational,6,5,4,3,0,4,2018,0.145999998,Fully Recruited F,F Rate for Fully Recruited Fish,0.182999998,Fmsy,0.182999998,F35% as proxy,0.797999978,0.797999978,,,,2018,91041,Metric Tons,Spawning Biomass,99359,0.5*B35%,198717,B35%,0.916000009,0.458000004,14443,Metric Tons
10388,Bluefish - Atlantic Coast,MAFMC,Bluefish,NEFSC,Northeast Shelf,Y,168559,Pomatomus saltatrix,Bluefish,Atlantic Coast,11617,2021,6,2019,,Full acceptance,ASAP,,NEFSC,,Atlantic Bluefish Operational Assessment for 2021,,Anthony Wood,,,,,,Operational,6,5,4,3,0,4,2019,0.172000006,Fully Recruited F,F Rate for Fully Recruited Fish,0.180999994,Fmsy,0.180999994,F35% as proxy,0.949999988,0.949999988,,,,2019,95742,Metric Tons,Spawning Biomass,100865,0.5*B35%,201729,B35%,0.949000001,0.474999994,25549,Metric Tons
10164,Atlantic mackerel - Gulf of Maine / Cape Hatteras,MAFMC,"Mackerel, Squid and Butterfish",NEFSC,Northeast Shelf,Y,172414,Scomber scombrus,Atlantic mackerel,Gulf of Maine / Cape Hatteras,162,2005,12,2004,Benchmark,Full acceptance,ASAP,,,SARC 42 Report (2006),"Stock Assessment Report Part A: Silver Hake, Atlantic Mackerel, & Northern Shortfin Squid",,,4,3,4,4,1,,,,,,,,,,,,,Fmsy,,,0.310000002,,,,,,,,,,,,SSBmsy,,3.569999933,,
10164,Atlantic mackerel - Gulf of Maine / Cape Hatteras,MAFMC,"Mackerel, Squid and Butterfish",NEFSC,Northeast Shelf,Y,172414,Scomber scombrus,Atlantic mackerel,Gulf of Maine / Cape Hatteras,2481,2010,4,2008,Full Update,Reject - Results too uncertain to be considered adequate,ADAPT VPA,,NEFSC,TRAC Status Report 2010/01,Atlantic Mackerel in the Northwest Atlantic,,James Weinberg,4,3,4,4,1,,,,,,,,2008,,Annual Exploitation Rate,,,F40%  ,,F40% as proxy,,,,,,2008,,mt,Spawning biomass,,,,,,,,
10164,Atlantic mackerel - Gulf of Maine / Cape Hatteras,MAFMC,"Mackerel, Squid and Butterfish",NEFSC,Northeast Shelf,Y,172414,Scomber scombrus,Atlantic mackerel,Gulf of Maine / Cape Hatteras,8179,2018,2,2016,Benchmark,Full acceptance,ASAP,,NEFSC,"64th Northeast Regional Stock  Assessment Workshop (64th SAW) Assessment Summary Report. US Dept Commer,  Northeast Fish Sci Cent Ref Doc. 18-03",64th Northeast Regional Stock  Assessment Workshop (64th SAW)  Assessment Summary Report,,Kiersten Curti,4,3,4,4,2,,,,,,,,2016,0.469999999,Average F,F Average Across a Range of Ages,,F40%,0.25999999,F40% as proxy,,1.807999969,,,,2016,43519,Metric Tons,Spawning Biomass,98447,0.5*Bmsy,196894,SSB40%,0.442000002,0.221000001,,
10164,Atlantic mackerel - Gulf of Maine / Cape Hatteras,MAFMC,"Mackerel, Squid and Butterfish",NEFSC,Northeast Shelf,Y,172414,Scomber scombrus,Atlantic mackerel,Gulf of Maine / Cape Hatteras,11596,2021,6,2019,,Full acceptance,ASAP,,NEFSC,"64th Northeast Regional Stock  Assessment Workshop (64th SAW) Assessment Summary Report. US Dept Commer,  Northeast Fish Sci Cent Ref Doc. 18-03",Northwest Atlantic Mackerel 2021 Management Track Assessment Report,,Kiersten.curti@noaa.gov,4,3,4,4,2,Operational,6,4,4,4,2,4,2019,0.458000004,Fully Selected F,F Rate for Fully Selected Fish - Age 4 - 6,,F40%,0.219999999,F40% as proxy,,2.082000017,,,,2019,42862,Metric Tons,Spawning Biomass,90545,0.5*Bmsy,181090,SSB40%,0.47299999,0.237000003,,
10187,Butterfish - Gulf of Maine / Cape Hatteras,MAFMC,"Mackerel, Squid and Butterfish",NEFSC,Northeast Shelf,Y,172567,Peprilus triacanthus,Butterfish,Gulf of Maine / Cape Hatteras,2259,2009,12,2008,Benchmark,Partial acceptance - Fishing mortality estimates,KLAMZ,,NEFSC,NEFSC CRD 10-01 (2010),,,James Weinberg,3,3,4,4,1,,,,,,,,2008,0.02,Average F,F Rate Average for Fish Age 2+,,,,,,,,,,,,Metric Tons,Spawning Stock Biomass,,,,,,,,
10187,Butterfish - Gulf of Maine / Cape Hatteras,MAFMC,"Mackerel, Squid and Butterfish",NEFSC,Northeast Shelf,Y,172567,Peprilus triacanthus,Butterfish,Gulf of Maine / Cape Hatteras,4331,2014,1,2012,Benchmark,Full acceptance,ASAP,,NEFSC,NEFSC CRD 14-03 (2014),58th Northeast Regional Stock Assessment Workshop (58th SAW) Assessment Report,,James Weinberg,3,4,4,5,1,,,,,,,,2012,0.02,Average F,F Rate Averaged Across a Range of Ages,0.810000002,.two thirds of M from Patterson,0.810000002,,0.025,0.025,,,,2012,79451,Metric Tons,Spawning Stock Biomass,22808,.5 Bmsy proxy,45616,.proxy from Fproxy projection,3.48300004,1.741999984,36199,Metric Tons
10187,Butterfish - Gulf of Maine / Cape Hatteras,MAFMC,"Mackerel, Squid and Butterfish",NEFSC,Northeast Shelf,Y,172567,Peprilus triacanthus,Butterfish,Gulf of Maine / Cape Hatteras,7212,2017,3,2016,Full Update,Full acceptance,ASAP,,NEFSC,"Butterfish 2017 Stock Assessment Update, Charles Adams",Butterfish 2017 Stock Assessment Update,,Charles Adams,3,4,4,5,2,,,,,,,,2016,0.050000001,Average F,F Rate Averaged Across a Range of Ages,0.810000002,two thirds of M from Patterson,0.810000002,two thirds of M from Patterson,0.061999999,0.061999999,,,,2016,64376,Metric Tons,Spawning Stock Biomass,22808,.5 Bmsy proxy,45616,.proxy from Fproxy projection,2.822999954,1.411000013,36199,Metric Tons
10187,Butterfish - Gulf of Maine / Cape Hatteras,MAFMC,"Mackerel, Squid and Butterfish",NEFSC,Northeast Shelf,Y,172567,Peprilus triacanthus,Butterfish,Gulf of Maine / Cape Hatteras,10662,2020,6,2019,,Full acceptance,ASAP,Base,NEFSC,"Butterfish 2017 Stock Assessment Update, Charles Adams",,,Charles Adams,3,4,4,5,2,Operational,6,4,4,4,3,4,2019,0.209999993,Apical F,F Rate for Fully Selected Fish,0.860000014,Fmsy,0.860000014,Fmsy proxy = 2/3 * M,0.244000003,0.244000003,,,,2019,29308,Metric Tons,Spawning Stock Biomass,21213.5,50% Bmsy proxy,42427,Bmsy proxy,1.381999969,0.690999985,,
10187,Butterfish - Gulf of Maine / Cape Hatteras,MAFMC,"Mackerel, Squid and Butterfish",NEFSC,Northeast Shelf,Y,172567,Peprilus triacanthus,Butterfish,Gulf of Maine / Cape Hatteras,12161,2022,6,2021,,Full acceptance,WHAM,Base,NEFSC,"Butterfish 2017 Stock Assessment Update, Charles Adams",Butterfish 2022 Management Track Assessment Report,,charles.adams@noaa.gov,3,4,4,5,2,Operational,6,4,4,4,2,4,2021,0.189999998,Fully-selected F,F for Fully-Selected Fish,,Fmsy,6.679999828,F50%SPR as proxy,,0.028999999,,,,2021,66566,Metric Tons,Spawning Stock Biomass,18798.5,50% Bmsy proxy,37597,Bmsy proxy,3.540999889,1.769999981,31798,
10792,Longfin inshore squid - Georges Bank / Cape Hatteras,MAFMC,"Mackerel, Squid and Butterfish",NEFSC,Northeast Shelf,Y,82372,Loligo pealeii,Longfin inshore squid,Georges Bank / Cape Hatteras,2713,2011,2,2009,Benchmark,Partial acceptance - Biomass estimates,Index Method,Average Survey Abundance,NEFSC,NEFSC CRD 11-01 (2011),51st Northeast Regional Stock Assessment Workshop (51st SAW): Assessment Summary Report,,James Weinberg,2,1,3,1,1,,,,,,,,,,,,,,,,,,,,,2009,54442,Metric Tons,Total Stock Biomass,21203,0.5*Bmsy,42405,Avg. survey CPUE,2.568000078,1.284000039,,
10792,Longfin inshore squid - Georges Bank / Cape Hatteras,MAFMC,"Mackerel, Squid and Butterfish",NEFSC,Northeast Shelf,Y,82372,Loligo pealeii,Longfin inshore squid,Georges Bank / Cape Hatteras,7271,2017,5,2016,Full Update,Full acceptance,Index Method,2-Year Average Survey Abundance,NEFSC,"Longfin Inshore Squid (Doryteuthis (Amerigo) pealeii) Stock Assessment Update for 2017. By L. Hendrickson, NEFSC PopDy. To MAFMC 4-25-2017",Longfin Inshore Squid (Doryteuthis (Amerigo) pealeii) Stock Assessment Update for 2017,,Lisa Hendrickson,2,1,3,1,1,,,,,,,,2009,0.25999999,Catch / Two-Year Average Annualized B,Exploitation Index,,,,,,,,,,2016,73762,Metric Tons,2-Year Average Survey Biomass,21203,0.5*Bmsy,42405,Avg. survey CPUE,3.479000092,1.738999963,,
10792,Longfin inshore squid - Georges Bank / Cape Hatteras,MAFMC,"Mackerel, Squid and Butterfish",NEFSC,Northeast Shelf,Y,82372,Loligo pealeii,Longfin inshore squid,Georges Bank / Cape Hatteras,10664,2020,6,2019,,Full acceptance,Index Method,2-Year Average Survey Biomass,NEFSC,"Longfin Inshore Squid (Doryteuthis (Amerigo) pealeii) Stock Assessment Update for 2017. By L. Hendrickson, NEFSC PopDy. To MAFMC 4-25-2017",,,lisa_hendrickson@noaa.gov,2,1,3,1,1,Operational,2,5,4,2,0,2,2019,0.202000007,Catch / Two-Year Average Annualized B,Exploitation Index,,,,,,,,,,2019,63349,Metric Tons,Two-Year Average Annualized B,21203,0.5*Bmsy,42405,Avg. survey CPUE,3.479000092,1.738999963,,
10798,Northern shortfin squid - Northwestern Atlantic Coast,MAFMC,"Mackerel, Squid and Butterfish",NEFSC,Northeast Shelf,Y,82521,Illex illecebrosus,Northern shortfin squid,Northwestern Atlantic Coast,736,2005,12,2004,Benchmark,Full acceptance,,,,SARC 42 Report (2006),"Stock Assessment Report Part A: Silver Hake, Atlantic Mackerel, & Northern Shortfin Squid",,,2,1,3,2,2,,,,,,,,,,,,,Fmsy,,,,,,,,,,,,,,,Bmsy,,,,
10798,Northern shortfin squid - Northwestern Atlantic Coast,MAFMC,"Mackerel, Squid and Butterfish",NEFSC,Northeast Shelf,Y,82521,Illex illecebrosus,Northern shortfin squid,Northwestern Atlantic Coast,12236,2022,6,2021,,Reject - Results too uncertain to be considered adequate,Depletion Model,,NEFSC,SARC 42 Report (2006),Northern shortfin squid,,lisa.hendrickson@noaa.gov,2,1,3,2,2,Operational,1,3,3,0,0,1,,,,,,Fmsy,,,,,,,,,,,,,,,,,,,
10311,Black sea bass - Mid-Atlantic Coast,MAFMC,"Summer Flounder, Scup and Black Sea Bass",NEFSC,Northeast Shelf,Y,167687,Centropristis striata,Black sea bass,Mid-Atlantic Coast,955,2006,7,2006,Benchmark,Partial acceptance - Biomass estimates,index,,NEFSC,NEFSC CRD 06-14 (2006),43rd SAW Assessment Summary Report,,Weinberg,2,1,2,1,2,,,,,,,,,,,,0.330000013,Fmax,,proxy,,,,,,2006,0.800000012,kg/tow,Fish > 22 cm,0.980000019,historical surveys,,proxy,0.815999985,,,
10311,Black sea bass - Mid-Atlantic Coast,MAFMC,"Summer Flounder, Scup and Black Sea Bass",NEFSC,Northeast Shelf,Y,167687,Centropristis striata,Black sea bass,Mid-Atlantic Coast,1743,2009,1,2007,Benchmark,Full acceptance,"SCALE
",,NEFSC,"NEFSC Memo (Thompson) April 13, 2009; NEFSC CRD 09-02 (2009)",The Northeast Data Poor Stocks  Working Group Report,,Jim Weinberg,2,2,2,4,2,,,,,,,,2007,0.479999989,Instantaneous annual F for age with maximum F,apical F (max F at age),0.419999987,F40%  ,0.419999987,F40% as proxy,1.143000007,1.143000007,,,,2007,11478,mt,Spawning biomass,6268,0.5*Bmsy,12537,B40%,1.83099997,0.916000009,3903,
10311,Black sea bass - Mid-Atlantic Coast,MAFMC,"Summer Flounder, Scup and Black Sea Bass",NEFSC,Northeast Shelf,Y,167687,Centropristis striata,Black sea bass,Mid-Atlantic Coast,2096,2009,9,2008,Full Update,Full acceptance,SCALE,N/A,NEFSC,NEFSC CRD 09-16 (2009),Black Sea Bass 2009 Stock Assessment Update,,James Weinberg,2,2,2,4,2,,,,,,,,2008,0.280000001,Average F,Average Fishing Mortality Rate for Fish Ages 2 - 7+,0.419999987,Fmsy,0.419999987,F40% as proxy,0.666999996,0.666999996,,,,2008,12882,Metric Tons,Mature Female Biomass,6268,0.5*Bmsy,12537,Length-based YPR,2.055000067,1.027999997,3903,
